cell_id,lat_center,lon_center,threshold,horizon,horizon_years,n_events_above_threshold,exposure_years,expected_rate_per_year,expected_count,probability_at_least_one,probability_ci_lower,probability_ci_upper,low_statistics,notes
cell_04_07,24.5,95.5,4.5,1y,1.0,99,51.859,1.909036,1.909036,0.851777,0.789919,0.901095,False,
cell_05_00,25.5,88.5,4.5,1y,1.0,3,51.859,0.05785,0.05785,0.056208,0.016161,0.143061,True,Low-statistics cell (N=3 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_05_01,25.5,89.5,4.5,1y,1.0,5,51.859,0.096416,0.096416,0.091914,0.036121,0.190505,False,
cell_05_02,25.5,90.5,4.5,1y,1.0,30,51.859,0.578496,0.578496,0.439259,0.328491,0.557134,False,
cell_05_03,25.5,91.5,4.5,1y,1.0,29,51.859,0.559213,0.559213,0.428341,0.31778,0.546945,False,
cell_05_04,25.5,92.5,4.5,1y,1.0,15,51.859,0.289248,0.289248,0.251173,0.155577,0.371885,False,
cell_05_05,25.5,93.5,4.5,1y,1.0,15,51.859,0.289248,0.289248,0.251173,0.155577,0.371885,False,
cell_05_06,25.5,94.5,4.5,1y,1.0,40,51.859,0.771328,0.771328,0.537601,0.428332,0.646264,False,
cell_05_07,25.5,95.5,4.5,1y,1.0,97,51.859,1.87047,1.87047,0.845949,0.782489,0.896813,False,
cell_06_00,26.5,88.5,4.5,1y,1.0,4,51.859,0.077133,0.077133,0.074233,0.0257,0.167573,True,Low-statistics cell (N=4 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_06_01,26.5,89.5,4.5,1y,1.0,9,51.859,0.173549,0.173549,0.159324,0.082289,0.271486,False,
cell_06_02,26.5,90.5,4.5,1y,1.0,15,51.859,0.289248,0.289248,0.251173,0.155577,0.371885,False,
cell_06_03,26.5,91.5,4.5,1y,1.0,27,51.859,0.520646,0.520646,0.405863,0.295971,0.525774,False,
cell_06_04,26.5,92.5,4.5,1y,1.0,80,51.859,1.542655,1.542655,0.786187,0.708238,0.851812,False,
cell_06_05,26.5,93.5,4.5,1y,1.0,27,51.859,0.520646,0.520646,0.405863,0.295971,0.525774,False,
cell_06_06,26.5,94.5,4.5,1y,1.0,7,51.859,0.134982,0.134982,0.126269,0.05859,0.232819,False,
cell_06_07,26.5,95.5,4.5,1y,1.0,39,51.859,0.752044,0.752044,0.528598,0.418944,0.638295,False,
cell_07_00,27.5,88.5,4.5,1y,1.0,35,51.859,0.674912,0.674912,0.490799,0.380069,0.604424,False,
cell_07_01,27.5,89.5,4.5,1y,1.0,7,51.859,0.134982,0.134982,0.126269,0.05859,0.232819,False,
cell_07_02,27.5,90.5,4.5,1y,1.0,8,51.859,0.154266,0.154266,0.142956,0.070335,0.252551,False,
cell_07_03,27.5,91.5,4.5,1y,1.0,23,51.859,0.443513,0.443513,0.358222,0.250857,0.479986,False,
cell_07_04,27.5,92.5,4.5,1y,1.0,72,51.859,1.38839,1.38839,0.750523,0.665413,0.824075,False,
cell_07_05,27.5,93.5,4.5,1y,1.0,5,51.859,0.096416,0.096416,0.091914,0.036121,0.190505,False,
cell_07_06,27.5,94.5,4.5,1y,1.0,7,51.859,0.134982,0.134982,0.126269,0.05859,0.232819,False,
cell_07_07,27.5,95.5,4.5,1y,1.0,2,51.859,0.038566,0.038566,0.037832,0.007982,0.116378,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
