cell_id,lat_center,lon_center,threshold,horizon,horizon_years,n_events_above_threshold,exposure_years,expected_rate_per_year,expected_count,probability_at_least_one,probability_ci_lower,probability_ci_upper,low_statistics,notes
cell_01_04,21.5,92.5,5.0,30d,0.082136,2,51.859,0.038566,0.003168,0.003163,0.000658,0.010111,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_01_05,21.5,93.5,5.0,30d,0.082136,18,51.859,0.347097,0.028509,0.028106,0.017353,0.043127,False,
cell_01_06,21.5,94.5,5.0,30d,0.082136,18,51.859,0.347097,0.028509,0.028106,0.017353,0.043127,False,
cell_01_07,21.5,95.5,5.0,30d,0.082136,3,51.859,0.05785,0.004752,0.00474,0.001337,0.012601,True,Low-statistics cell (N=3 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_02_00,22.5,88.5,5.0,30d,0.082136,0,51.859,0.0,0.0,0.0,1e-06,0.003971,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_02_01,22.5,89.5,5.0,30d,0.082136,0,51.859,0.0,0.0,0.0,1e-06,0.003971,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_02_02,22.5,90.5,5.0,30d,0.082136,0,51.859,0.0,0.0,0.0,1e-06,0.003971,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_02_03,22.5,91.5,5.0,30d,0.082136,0,51.859,0.0,0.0,0.0,1e-06,0.003971,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_02_04,22.5,92.5,5.0,30d,0.082136,15,51.859,0.289248,0.023758,0.023478,0.013793,0.037475,False,
cell_02_05,22.5,93.5,5.0,30d,0.082136,14,51.859,0.269965,0.022174,0.02193,0.012628,0.035561,False,
cell_02_06,22.5,94.5,5.0,30d,0.082136,45,51.859,0.867744,0.071273,0.068792,0.0513,0.090137,False,
cell_02_07,22.5,95.5,5.0,30d,0.082136,25,51.859,0.48208,0.039596,0.038822,0.02592,0.055884,False,
cell_03_00,23.5,88.5,5.0,30d,0.082136,0,51.859,0.0,0.0,0.0,1e-06,0.003971,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_03_01,23.5,89.5,5.0,30d,0.082136,0,51.859,0.0,0.0,0.0,1e-06,0.003971,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_03_02,23.5,90.5,5.0,30d,0.082136,2,51.859,0.038566,0.003168,0.003163,0.000658,0.010111,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_03_03,23.5,91.5,5.0,30d,0.082136,3,51.859,0.05785,0.004752,0.00474,0.001337,0.012601,True,Low-statistics cell (N=3 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_03_04,23.5,92.5,5.0,30d,0.082136,8,51.859,0.154266,0.012671,0.012591,0.005972,0.023625,False,
cell_03_05,23.5,93.5,5.0,30d,0.082136,31,51.859,0.597779,0.049099,0.047913,0.033441,0.066451,False,
cell_03_06,23.5,94.5,5.0,30d,0.082136,67,51.859,1.291974,0.106117,0.100681,0.07959,0.125304,False,
cell_03_07,23.5,95.5,5.0,30d,0.082136,12,51.859,0.231398,0.019006,0.018827,0.010336,0.031676,False,
cell_04_00,24.5,88.5,5.0,30d,0.082136,0,51.859,0.0,0.0,0.0,1e-06,0.003971,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_04_01,24.5,89.5,5.0,30d,0.082136,0,51.859,0.0,0.0,0.0,1e-06,0.003971,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_04_02,24.5,90.5,5.0,30d,0.082136,2,51.859,0.038566,0.003168,0.003163,0.000658,0.010111,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_04_03,24.5,91.5,5.0,30d,0.082136,4,51.859,0.077133,0.006335,0.006315,0.002136,0.014952,True,Low-statistics cell (N=4 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_04_04,24.5,92.5,5.0,30d,0.082136,15,51.859,0.289248,0.023758,0.023478,0.013793,0.037475,False,
cell_04_05,24.5,93.5,5.0,30d,0.082136,25,51.859,0.48208,0.039596,0.038822,0.02592,0.055884,False,
cell_04_06,24.5,94.5,5.0,30d,0.082136,66,51.859,1.272691,0.104533,0.099255,0.078306,0.123751,False,
cell_04_07,24.5,95.5,5.0,30d,0.082136,35,51.859,0.674912,0.055434,0.053926,0.038512,0.073345,False,
cell_05_00,25.5,88.5,5.0,30d,0.082136,2,51.859,0.038566,0.003168,0.003163,0.000658,0.010111,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_05_01,25.5,89.5,5.0,30d,0.082136,1,51.859,0.019283,0.001584,0.001583,0.000171,0.007376,True,Low-statistics cell (N=1 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_05_02,25.5,90.5,5.0,30d,0.082136,7,51.859,0.134982,0.011087,0.011026,0.004947,0.021533,False,
cell_05_03,25.5,91.5,5.0,30d,0.082136,9,51.859,0.173549,0.014255,0.014153,0.007028,0.025681,False,
cell_05_04,25.5,92.5,5.0,30d,0.082136,5,51.859,0.096416,0.007919,0.007888,0.003017,0.017209,False,
cell_05_05,25.5,93.5,5.0,30d,0.082136,3,51.859,0.05785,0.004752,0.00474,0.001337,0.012601,True,Low-statistics cell (N=3 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_05_06,25.5,94.5,5.0,30d,0.082136,14,51.859,0.269965,0.022174,0.02193,0.012628,0.035561,False,
cell_05_07,25.5,95.5,5.0,30d,0.082136,30,51.859,0.578496,0.047515,0.046404,0.03218,0.06471,False,
cell_06_00,26.5,88.5,5.0,30d,0.082136,3,51.859,0.05785,0.004752,0.00474,0.001337,0.012601,True,Low-statistics cell (N=3 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_06_01,26.5,89.5,5.0,30d,0.082136,1,51.859,0.019283,0.001584,0.001583,0.000171,0.007376,True,Low-statistics cell (N=1 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_06_02,26.5,90.5,5.0,30d,0.082136,5,51.859,0.096416,0.007919,0.007888,0.003017,0.017209,False,
cell_06_03,26.5,91.5,5.0,30d,0.082136,6,51.859,0.115699,0.009503,0.009458,0.003959,0.019398,False,
cell_06_04,26.5,92.5,5.0,30d,0.082136,24,51.859,0.462797,0.038012,0.037299,0.024679,0.054092,False,
cell_06_05,26.5,93.5,5.0,30d,0.082136,13,51.859,0.250681,0.02059,0.020379,0.011475,0.033628,False,
cell_06_06,26.5,94.5,5.0,30d,0.082136,2,51.859,0.038566,0.003168,0.003163,0.000658,0.010111,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_06_07,26.5,95.5,5.0,30d,0.082136,10,51.859,0.192832,0.015838,0.015714,0.00811,0.027705,False,
cell_07_00,27.5,88.5,5.0,30d,0.082136,20,51.859,0.385664,0.031677,0.03118,0.01977,0.046827,False,
cell_07_01,27.5,89.5,5.0,30d,0.082136,2,51.859,0.038566,0.003168,0.003163,0.000658,0.010111,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_07_02,27.5,90.5,5.0,30d,0.082136,2,51.859,0.038566,0.003168,0.003163,0.000658,0.010111,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_07_03,27.5,91.5,5.0,30d,0.082136,9,51.859,0.173549,0.014255,0.014153,0.007028,0.025681,False,
cell_07_04,27.5,92.5,5.0,30d,0.082136,29,51.859,0.559213,0.045931,0.044892,0.030921,0.062961,False,
cell_07_05,27.5,93.5,5.0,30d,0.082136,1,51.859,0.019283,0.001584,0.001583,0.000171,0.007376,True,Low-statistics cell (N=1 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_07_06,27.5,94.5,5.0,30d,0.082136,2,51.859,0.038566,0.003168,0.003163,0.000658,0.010111,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_07_07,27.5,95.5,5.0,30d,0.082136,1,51.859,0.019283,0.001584,0.001583,0.000171,0.007376,True,Low-statistics cell (N=1 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
