cell_id,lat_center,lon_center,threshold,horizon,horizon_years,n_events_above_threshold,exposure_years,expected_rate_per_year,expected_count,probability_at_least_one,probability_ci_lower,probability_ci_upper,low_statistics,notes
cell_05_03,25.5,91.5,5.0,90d,0.246407,9,51.859,0.173549,0.042764,0.041862,0.020937,0.075081,False,
cell_05_04,25.5,92.5,5.0,90d,0.246407,5,51.859,0.096416,0.023758,0.023478,0.009024,0.050744,False,
cell_05_05,25.5,93.5,5.0,90d,0.246407,3,51.859,0.05785,0.014255,0.014153,0.004007,0.037328,True,Low-statistics cell (N=3 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_05_06,25.5,94.5,5.0,90d,0.246407,14,51.859,0.269965,0.066521,0.064357,0.037406,0.102933,False,
cell_05_07,25.5,95.5,5.0,90d,0.246407,30,51.859,0.578496,0.142545,0.132852,0.093465,0.181838,False,
cell_06_00,26.5,88.5,5.0,90d,0.246407,3,51.859,0.05785,0.014255,0.014153,0.004007,0.037328,True,Low-statistics cell (N=3 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_06_01,26.5,89.5,5.0,90d,0.246407,1,51.859,0.019283,0.004752,0.00474,0.000513,0.021965,True,Low-statistics cell (N=1 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_06_02,26.5,90.5,5.0,90d,0.246407,5,51.859,0.096416,0.023758,0.023478,0.009024,0.050744,False,
cell_06_03,26.5,91.5,5.0,90d,0.246407,6,51.859,0.115699,0.028509,0.028106,0.011829,0.057072,False,
cell_06_04,26.5,92.5,5.0,90d,0.246407,24,51.859,0.462797,0.114036,0.107774,0.072226,0.153657,False,
cell_06_05,26.5,93.5,5.0,90d,0.246407,13,51.859,0.250681,0.06177,0.059901,0.03403,0.09753,False,
cell_06_06,26.5,94.5,5.0,90d,0.246407,2,51.859,0.038566,0.009503,0.009458,0.001973,0.030027,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_06_07,26.5,95.5,5.0,90d,0.246407,10,51.859,0.192832,0.047515,0.046404,0.024134,0.080834,False,
cell_07_00,27.5,88.5,5.0,90d,0.246407,20,51.859,0.385664,0.09503,0.090654,0.058145,0.134006,False,
cell_07_01,27.5,89.5,5.0,90d,0.246407,2,51.859,0.038566,0.009503,0.009458,0.001973,0.030027,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_07_02,27.5,90.5,5.0,90d,0.246407,2,51.859,0.038566,0.009503,0.009458,0.001973,0.030027,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_07_03,27.5,91.5,5.0,90d,0.246407,9,51.859,0.173549,0.042764,0.041862,0.020937,0.075081,False,
cell_07_04,27.5,92.5,5.0,90d,0.246407,29,51.859,0.559213,0.137794,0.128722,0.089924,0.17724,False,
cell_07_05,27.5,93.5,5.0,90d,0.246407,1,51.859,0.019283,0.004752,0.00474,0.000513,0.021965,True,Low-statistics cell (N=1 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_07_06,27.5,94.5,5.0,90d,0.246407,2,51.859,0.038566,0.009503,0.009458,0.001973,0.030027,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_07_07,27.5,95.5,5.0,90d,0.246407,1,51.859,0.019283,0.004752,0.00474,0.000513,0.021965,True,Low-statistics cell (N=1 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
