cell_id,lat_center,lon_center,threshold,horizon,horizon_years,n_events_above_threshold,exposure_years,expected_rate_per_year,expected_count,probability_at_least_one,probability_ci_lower,probability_ci_upper,low_statistics,notes
cell_05_03,25.5,91.5,4.5,24h,0.002738,29,51.859,0.559213,0.001531,0.00153,0.001046,0.002165,False,
cell_05_04,25.5,92.5,4.5,24h,0.002738,15,51.859,0.289248,0.000792,0.000792,0.000463,0.001272,False,
cell_05_05,25.5,93.5,4.5,24h,0.002738,15,51.859,0.289248,0.000792,0.000792,0.000463,0.001272,False,
cell_05_06,25.5,94.5,4.5,24h,0.002738,40,51.859,0.771328,0.002112,0.00211,0.00153,0.002841,False,
cell_05_07,25.5,95.5,4.5,24h,0.002738,97,51.859,1.87047,0.005121,0.005108,0.004168,0.006199,False,
cell_06_00,26.5,88.5,4.5,24h,0.002738,4,51.859,0.077133,0.000211,0.000211,7.1e-05,0.000502,True,Low-statistics cell (N=4 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_06_01,26.5,89.5,4.5,24h,0.002738,9,51.859,0.173549,0.000475,0.000475,0.000235,0.000867,False,
cell_06_02,26.5,90.5,4.5,24h,0.002738,15,51.859,0.289248,0.000792,0.000792,0.000463,0.001272,False,
cell_06_03,26.5,91.5,4.5,24h,0.002738,27,51.859,0.520646,0.001425,0.001424,0.00096,0.002041,False,
cell_06_04,26.5,92.5,4.5,24h,0.002738,80,51.859,1.542655,0.004224,0.004215,0.003367,0.005214,False,
cell_06_05,26.5,93.5,4.5,24h,0.002738,27,51.859,0.520646,0.001425,0.001424,0.00096,0.002041,False,
cell_06_06,26.5,94.5,4.5,24h,0.002738,7,51.859,0.134982,0.00037,0.000369,0.000165,0.000725,False,
cell_06_07,26.5,95.5,4.5,24h,0.002738,39,51.859,0.752044,0.002059,0.002057,0.001485,0.00278,False,
cell_07_00,27.5,88.5,4.5,24h,0.002738,35,51.859,0.674912,0.001848,0.001846,0.001308,0.002536,False,
cell_07_01,27.5,89.5,4.5,24h,0.002738,7,51.859,0.134982,0.00037,0.000369,0.000165,0.000725,False,
cell_07_02,27.5,90.5,4.5,24h,0.002738,8,51.859,0.154266,0.000422,0.000422,0.0002,0.000797,False,
cell_07_03,27.5,91.5,4.5,24h,0.002738,23,51.859,0.443513,0.001214,0.001214,0.00079,0.001789,False,
cell_07_04,27.5,92.5,4.5,24h,0.002738,72,51.859,1.38839,0.003801,0.003794,0.002993,0.004746,False,
cell_07_05,27.5,93.5,4.5,24h,0.002738,5,51.859,0.096416,0.000264,0.000264,0.000101,0.000578,False,
cell_07_06,27.5,94.5,4.5,24h,0.002738,7,51.859,0.134982,0.00037,0.000369,0.000165,0.000725,False,
cell_07_07,27.5,95.5,4.5,24h,0.002738,2,51.859,0.038566,0.000106,0.000106,2.2e-05,0.000339,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
